application,library,version,last_updated,age_days,age_months,age_years,maintenance_status,risk_level,recommendation
NotificationService,postgresql-jdbc,2.12.3,2025-05-03,435,14.3,1.19,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
NotificationService,socket.io,5.13.10,2025-02-04,523,17.2,1.43,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
NotificationService,sequelize,2.12.8,2021-01-29,1990,65.4,5.45,Unmaintained,Critical,Replace or isolate the dependency and obtain an approved exception.
NotificationService,dayjs,2.4.1,2024-08-20,691,22.7,1.89,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
NotificationService,chai,2.7.6,2024-12-24,565,18.6,1.55,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
NotificationService,graphql,1.11.6,2024-11-07,612,20.1,1.68,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
NotificationService,commander,3.12.7,2020-10-06,2105,69.2,5.76,Unmaintained,Critical,Replace or isolate the dependency and obtain an approved exception.
NotificationService,morgan,4.11.6,2024-10-06,644,21.2,1.76,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
NotificationService,django,3.15.10,2025-02-04,523,17.2,1.43,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
NotificationService,multer,2.8.9,2026-04-10,93,3.1,0.25,Actively Maintained,Low,Continue monitoring releases and security advisories.
NotificationService,uuid,5.6.6,2026-04-06,97,3.2,0.27,Actively Maintained,Low,Continue monitoring releases and security advisories.
NotificationService,lodash,2.12.4,2024-06-02,770,25.3,2.11,Outdated,High,Prioritize an upgrade or identify a supported replacement.
NotificationService,webpack,4.13.10,2024-12-20,569,18.7,1.56,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
NotificationService,helmet,2.6.0,2026-03-04,130,4.3,0.36,Actively Maintained,Low,Continue monitoring releases and security advisories.
NotificationService,knex,1.7.7,2024-06-08,764,25.1,2.09,Outdated,High,Prioritize an upgrade or identify a supported replacement.
NotificationService,express,5.0.6,2025-05-12,426,14.0,1.17,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
NotificationService,passport,2.11.10,2024-09-11,669,22.0,1.83,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
NotificationService,node-fetch,4.11.2,2025-02-10,517,17.0,1.42,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
NotificationService,moment,4.10.3,2025-04-26,442,14.5,1.21,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
NotificationService,cors,1.10.5,2025-08-29,317,10.4,0.87,Actively Maintained,Low,Continue monitoring releases and security advisories.
NotificationService,react,2.9.7,2025-10-01,284,9.3,0.78,Actively Maintained,Low,Continue monitoring releases and security advisories.
NotificationService,mapstruct,1.11.6,2026-01-07,186,6.1,0.51,Actively Maintained,Low,Continue monitoring releases and security advisories.
NotificationService,formidable,1.2.7,2025-09-22,293,9.6,0.8,Actively Maintained,Low,Continue monitoring releases and security advisories.
NotificationService,pm2,2.7.1,2026-04-07,96,3.2,0.26,Actively Maintained,Low,Continue monitoring releases and security advisories.
NotificationService,prettier,1.1.6,2025-05-01,437,14.4,1.2,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
NotificationService,dotenv,3.3.4,2020-10-05,2106,69.2,5.77,Unmaintained,Critical,Replace or isolate the dependency and obtain an approved exception.
NotificationService,nodemon,4.1.5,2024-08-06,705,23.2,1.93,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
NotificationService,eslint,4.11.6,2025-01-25,533,17.5,1.46,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
NotificationService,jsonwebtoken,3.1.1,2024-09-27,653,21.5,1.79,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
NotificationService,angular-core,3.2.5,2026-01-26,167,5.5,0.46,Actively Maintained,Low,Continue monitoring releases and security advisories.
NotificationService,bcrypt,2.6.6,2024-10-08,642,21.1,1.76,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
NotificationService,nats,2.1.6,2025-03-31,468,15.4,1.28,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
VendorGateway,pgx,3.4.3,2026-01-11,182,6.0,0.5,Actively Maintained,Low,Continue monitoring releases and security advisories.
VendorGateway,protobuf-go,2.12.6,2024-12-01,588,19.3,1.61,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
VendorGateway,rich,1.7.6,2026-04-18,85,2.8,0.23,Actively Maintained,Low,Continue monitoring releases and security advisories.
VendorGateway,logrus,3.14.5,2022-09-28,1383,45.4,3.79,Unmaintained,Critical,Replace or isolate the dependency and obtain an approved exception.
VendorGateway,fiber,5.15.4,2026-03-23,111,3.6,0.3,Actively Maintained,Low,Continue monitoring releases and security advisories.
VendorGateway,golangci-lint,4.0.6,2023-04-12,1187,39.0,3.25,Unmaintained,Critical,Replace or isolate the dependency and obtain an approved exception.
VendorGateway,chi,1.5.9,2025-04-18,450,14.8,1.23,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
VendorGateway,mockito-core,2.6.10,2020-09-12,2129,69.9,5.83,Unmaintained,Critical,Replace or isolate the dependency and obtain an approved exception.
VendorGateway,setuptools,1.9.10,2025-05-27,411,13.5,1.13,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
VendorGateway,graphql,2.1.3,2025-01-08,550,18.1,1.51,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
VendorGateway,nats,3.12.10,2024-10-25,625,20.5,1.71,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
VendorGateway,jackson-annotations,3.5.6,2023-05-21,1148,37.7,3.14,Unmaintained,Critical,Replace or isolate the dependency and obtain an approved exception.
VendorGateway,sqlx,5.13.1,2025-01-18,540,17.7,1.48,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
VendorGateway,resty,4.3.1,2024-09-06,674,22.1,1.85,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
VendorGateway,aws-sdk-go,1.5.5,2025-11-27,227,7.5,0.62,Actively Maintained,Low,Continue monitoring releases and security advisories.
VendorGateway,gomock,5.4.10,2026-03-17,117,3.8,0.32,Actively Maintained,Low,Continue monitoring releases and security advisories.
VendorGateway,gin,3.2.4,2021-05-06,1893,62.2,5.18,Unmaintained,Critical,Replace or isolate the dependency and obtain an approved exception.
VendorGateway,caffeine,4.0.9,2025-05-20,418,13.7,1.14,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
VendorGateway,werkzeug,5.1.9,2025-01-17,541,17.8,1.48,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
VendorGateway,go-redis,5.11.0,2025-02-11,516,17.0,1.41,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
VendorGateway,grpc-go,2.9.10,2024-07-29,713,23.4,1.95,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
VendorGateway,cobra,3.5.6,2024-11-05,614,20.2,1.68,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
VendorGateway,echo,3.7.7,2025-03-03,496,16.3,1.36,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
VendorGateway,colly,4.14.2,2024-12-12,577,19.0,1.58,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
VendorGateway,zap,2.12.6,2026-04-13,90,3.0,0.25,Actively Maintained,Low,Continue monitoring releases and security advisories.
VendorGateway,yaml-go,1.4.2,2024-07-24,718,23.6,1.97,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
VendorGateway,crypto-go,3.9.7,2025-02-11,516,17.0,1.41,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
VendorGateway,fasthttp,1.8.3,2025-10-28,257,8.4,0.7,Actively Maintained,Low,Continue monitoring releases and security advisories.
VendorGateway,viper,3.6.2,2025-11-20,234,7.7,0.64,Actively Maintained,Low,Continue monitoring releases and security advisories.
VendorGateway,bcrypt-go,4.15.0,2025-05-26,412,13.5,1.13,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
VendorGateway,json-iterator,2.9.7,2025-06-08,399,13.1,1.09,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
VendorGateway,gorm,2.10.5,2025-01-30,528,17.3,1.45,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
VendorGateway,go-jwt,1.6.3,2025-04-05,463,15.2,1.27,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
VendorGateway,mux,5.11.5,2025-11-19,235,7.7,0.64,Actively Maintained,Low,Continue monitoring releases and security advisories.
VendorGateway,uuid-go,4.2.2,2025-03-06,493,16.2,1.35,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
VendorGateway,chalk,1.12.8,2025-01-12,546,17.9,1.49,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
VendorGateway,vue,1.2.3,2025-03-12,487,16.0,1.33,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
VendorGateway,hibernate-validator,2.4.0,2024-09-27,653,21.5,1.79,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
VendorGateway,tomcat-embed-core,3.5.1,2025-07-24,353,11.6,0.97,Actively Maintained,Low,Continue monitoring releases and security advisories.
VendorGateway,pip,3.5.0,2025-03-14,485,15.9,1.33,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
VendorGateway,chi,1.11.6,2025-12-17,207,6.8,0.57,Actively Maintained,Low,Continue monitoring releases and security advisories.
VendorGateway,commons-codec,2.7.3,2025-07-10,367,12.1,1.0,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
VendorGateway,certifi,2.7.3,2024-09-04,676,22.2,1.85,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
VendorGateway,bcrypt,2.2.3,2024-06-22,750,24.6,2.05,Outdated,High,Prioritize an upgrade or identify a supported replacement.
VendorGateway,crypto-go,4.10.3,2026-03-23,111,3.6,0.3,Actively Maintained,Low,Continue monitoring releases and security advisories.
VendorGateway,protobuf-java,4.1.8,2025-06-22,385,12.6,1.05,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
VendorGateway,mux,4.0.1,2024-10-14,636,20.9,1.74,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
VendorGateway,bouncycastle-bcprov,3.2.0,2025-12-08,216,7.1,0.59,Actively Maintained,Low,Continue monitoring releases and security advisories.
VendorGateway,chai,3.11.1,2024-11-15,604,19.8,1.65,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
VendorGateway,nodemon,2.3.0,2020-04-01,2293,75.3,6.28,Unmaintained,Critical,Replace or isolate the dependency and obtain an approved exception.
