application,library,version,license,compatibility_status,severity,reason,recommendation
Analytics Platform,BouncyCastle,2.17.1,MPL-2.0,Incompatible,Low,MPL-2.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Analytics Platform,Log4j,3.0.0,No-License,Unknown,High,The dependency license is unknown or has no verified license grant.,Obtain a verified SPDX license declaration or replace the dependency.
Analytics Platform,BouncyCastle,1.5.0,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Analytics Platform,BouncyCastle,2.17.1,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Notification Service,Spring Boot,1.5.0,MPL-2.0,Incompatible,Low,MPL-2.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Notification Service,React,1.5.0,Unknown,Unknown,High,The dependency license is unknown or has no verified license grant.,Obtain a verified SPDX license declaration or replace the dependency.
Notification Service,Express,3.0.0,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Notification Service,FastAPI,1.5.0,Unlicense,Compatible,Low,Unlicense is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Notification Service,Kafka Client,2.0.0,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Notification Service,PostgreSQL JDBC,2.14.1,LGPL-2.1,Incompatible,Medium,LGPL-2.1 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Notification Service,MySQL Connector,2.17.1,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Notification Service,Redis Client,2.14.1,No-License,Unknown,High,The dependency license is unknown or has no verified license grant.,Obtain a verified SPDX license declaration or replace the dependency.
Notification Service,Netty,3.2.1,CDDL,Incompatible,Medium,CDDL is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Notification Service,Hibernate,3.0.0,CDDL,Incompatible,Medium,CDDL is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Notification Service,JUnit5,2.17.1,GPL-2.0,Incompatible,Critical,GPL-2.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Notification Service,Tomcat,3.2.1,GPL-3.0,Incompatible,Critical,GPL-3.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Notification Service,OpenSSL,1.0.0,Unknown,Unknown,High,The dependency license is unknown or has no verified license grant.,Obtain a verified SPDX license declaration or replace the dependency.
Notification Service,Jackson,2.14.1,Unlicense,Compatible,Low,Unlicense is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Notification Service,SLF4J,2.17.1,No-License,Unknown,High,The dependency license is unknown or has no verified license grant.,Obtain a verified SPDX license declaration or replace the dependency.
Notification Service,Log4j,3.2.1,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Notification Service,Gson,2.17.1,EPL-2.0,Incompatible,Low,EPL-2.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Notification Service,SnakeYAML,2.17.1,No-License,Unknown,High,The dependency license is unknown or has no verified license grant.,Obtain a verified SPDX license declaration or replace the dependency.
Notification Service,Commons IO,1.5.0,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Notification Service,Jackson,1.0.0,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Notification Service,Axios,1.5.0,LGPL-2.1,Incompatible,Medium,LGPL-2.1 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Notification Service,Commons IO,3.0.0,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Notification Service,Jackson,1.0.0,BSD-3-Clause,Compatible,Low,BSD-3-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Notification Service,OpenSSL,3.0.0,CDDL,Incompatible,Medium,CDDL is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Notification Service,Jackson,3.0.0,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Notification Service,OpenSSL,1.0.0,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Notification Service,JUnit5,2.17.1,Proprietary,Compatible,Low,Proprietary is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Notification Service,Guava,1.5.0,Unknown,Unknown,High,The dependency license is unknown or has no verified license grant.,Obtain a verified SPDX license declaration or replace the dependency.
Notification Service,JUnit5,2.17.1,No-License,Unknown,High,The dependency license is unknown or has no verified license grant.,Obtain a verified SPDX license declaration or replace the dependency.
Notification Service,Lodash,1.0.0,No-License,Unknown,High,The dependency license is unknown or has no verified license grant.,Obtain a verified SPDX license declaration or replace the dependency.
Notification Service,JUnit5,3.2.1,No-License,Unknown,High,The dependency license is unknown or has no verified license grant.,Obtain a verified SPDX license declaration or replace the dependency.
Notification Service,OpenSSL,2.14.1,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Notification Service,SLF4J,1.5.0,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Notification Service,SnakeYAML,1.0.0,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Notification Service,JUnit5,3.2.1,Proprietary,Compatible,Low,Proprietary is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Notification Service,Lodash,1.0.0,Unknown,Unknown,High,The dependency license is unknown or has no verified license grant.,Obtain a verified SPDX license declaration or replace the dependency.
Notification Service,OkHttp,3.0.0,CDDL,Incompatible,Medium,CDDL is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Notification Service,Log4j,2.14.1,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Notification Service,Commons IO,1.0.0,Proprietary,Compatible,Low,Proprietary is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Notification Service,OkHttp,3.0.0,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Notification Service,Log4j,2.0.0,LGPL-2.1,Incompatible,Medium,LGPL-2.1 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Notification Service,Gson,2.0.0,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Notification Service,Guava,2.0.0,No-License,Unknown,High,The dependency license is unknown or has no verified license grant.,Obtain a verified SPDX license declaration or replace the dependency.
Notification Service,Log4j,1.0.0,Unlicense,Compatible,Low,Unlicense is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Notification Service,OkHttp,2.0.0,No-License,Unknown,High,The dependency license is unknown or has no verified license grant.,Obtain a verified SPDX license declaration or replace the dependency.
Notification Service,Guava,3.2.1,EPL-2.0,Incompatible,Low,EPL-2.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Notification Service,Jetty,2.14.1,Unknown,Unknown,High,The dependency license is unknown or has no verified license grant.,Obtain a verified SPDX license declaration or replace the dependency.
Notification Service,Log4j,2.17.1,Unlicense,Compatible,Low,Unlicense is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Notification Service,Jackson,3.2.1,LGPL-3.0,Incompatible,Medium,LGPL-3.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Notification Service,Jackson,2.14.1,GPL-3.0,Incompatible,Critical,GPL-3.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Mobile Backend,Spring Boot,3.2.1,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Mobile Backend,React,2.0.0,GPL-2.0,Incompatible,Critical,GPL-2.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Mobile Backend,Express,3.0.0,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Mobile Backend,FastAPI,2.17.1,EPL-2.0,Incompatible,Low,EPL-2.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Mobile Backend,Kafka Client,1.5.0,Unlicense,Compatible,Low,Unlicense is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Mobile Backend,PostgreSQL JDBC,3.2.1,Unknown,Unknown,High,The dependency license is unknown or has no verified license grant.,Obtain a verified SPDX license declaration or replace the dependency.
Mobile Backend,MySQL Connector,1.0.0,EPL-2.0,Incompatible,Low,EPL-2.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Mobile Backend,Redis Client,3.2.1,MPL-2.0,Incompatible,Low,MPL-2.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Mobile Backend,Netty,1.5.0,LGPL-3.0,Incompatible,Medium,LGPL-3.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Mobile Backend,Hibernate,1.0.0,GPL-3.0,Incompatible,Critical,GPL-3.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Mobile Backend,SLF4J,2.0.0,Proprietary,Compatible,Low,Proprietary is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Mobile Backend,OkHttp,1.0.0,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Mobile Backend,Guava,2.14.1,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Mobile Backend,Tomcat,3.0.0,Proprietary,Compatible,Low,Proprietary is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Mobile Backend,JUnit5,1.5.0,GPL-2.0,Incompatible,Critical,GPL-2.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Mobile Backend,Axios,2.0.0,Unknown,Unknown,High,The dependency license is unknown or has no verified license grant.,Obtain a verified SPDX license declaration or replace the dependency.
Mobile Backend,Jetty,2.0.0,EPL-2.0,Incompatible,Low,EPL-2.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Mobile Backend,Commons IO,2.0.0,Unknown,Unknown,High,The dependency license is unknown or has no verified license grant.,Obtain a verified SPDX license declaration or replace the dependency.
Mobile Backend,SLF4J,3.0.0,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Mobile Backend,Tomcat,1.5.0,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Mobile Backend,Lodash,3.2.1,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Mobile Backend,Tomcat,3.2.1,Unlicense,Compatible,Low,Unlicense is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Mobile Backend,Jetty,3.2.1,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Mobile Backend,Lodash,2.0.0,LGPL-2.1,Incompatible,Medium,LGPL-2.1 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Mobile Backend,SnakeYAML,2.14.1,No-License,Unknown,High,The dependency license is unknown or has no verified license grant.,Obtain a verified SPDX license declaration or replace the dependency.
Mobile Backend,Gson,3.0.0,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Mobile Backend,Gson,3.0.0,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Mobile Backend,Guava,1.5.0,MPL-2.0,Incompatible,Low,MPL-2.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Mobile Backend,Log4j,2.14.1,No-License,Unknown,High,The dependency license is unknown or has no verified license grant.,Obtain a verified SPDX license declaration or replace the dependency.
Mobile Backend,Jetty,2.17.1,BSD-3-Clause,Compatible,Low,BSD-3-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Mobile Backend,Gson,3.0.0,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Mobile Backend,Tomcat,1.5.0,GPL-3.0,Incompatible,Critical,GPL-3.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Mobile Backend,Axios,3.2.1,Unlicense,Compatible,Low,Unlicense is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Mobile Backend,OkHttp,2.17.1,CDDL,Incompatible,Medium,CDDL is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Mobile Backend,Jackson,2.0.0,EPL-2.0,Incompatible,Low,EPL-2.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Mobile Backend,Guava,2.17.1,BSD-3-Clause,Compatible,Low,BSD-3-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Mobile Backend,JUnit5,3.2.1,GPL-2.0,Incompatible,Critical,GPL-2.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Mobile Backend,Lodash,2.17.1,Unlicense,Compatible,Low,Unlicense is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Mobile Backend,Guava,1.5.0,GPL-2.0,Incompatible,Critical,GPL-2.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Mobile Backend,Tomcat,3.0.0,Proprietary,Compatible,Low,Proprietary is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Mobile Backend,Log4j,2.17.1,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Mobile Backend,Commons IO,2.0.0,GPL-2.0,Incompatible,Critical,GPL-2.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Mobile Backend,Lodash,3.0.0,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Mobile Backend,Jetty,1.5.0,MPL-2.0,Incompatible,Low,MPL-2.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Mobile Backend,Log4j,3.2.1,Unlicense,Compatible,Low,Unlicense is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Mobile Backend,JUnit5,3.2.1,EPL-2.0,Incompatible,Low,EPL-2.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Mobile Backend,Commons IO,3.0.0,BSD-3-Clause,Compatible,Low,BSD-3-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Mobile Backend,SLF4J,3.0.0,LGPL-2.1,Incompatible,Medium,LGPL-2.1 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Mobile Backend,Axios,2.17.1,LGPL-2.1,Incompatible,Medium,LGPL-2.1 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Mobile Backend,Commons IO,1.5.0,LGPL-2.1,Incompatible,Medium,LGPL-2.1 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Admin Dashboard,Spring Boot,1.5.0,MPL-2.0,Incompatible,Low,MPL-2.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Admin Dashboard,React,3.0.0,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Admin Dashboard,Express,1.5.0,CDDL,Incompatible,Medium,CDDL is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Admin Dashboard,FastAPI,1.0.0,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Admin Dashboard,Kafka Client,2.14.1,BSD-3-Clause,Compatible,Low,BSD-3-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Admin Dashboard,PostgreSQL JDBC,1.5.0,Proprietary,Compatible,Low,Proprietary is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Admin Dashboard,MySQL Connector,2.0.0,Unlicense,Compatible,Low,Unlicense is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Admin Dashboard,Redis Client,2.0.0,LGPL-3.0,Incompatible,Medium,LGPL-3.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Admin Dashboard,Netty,2.0.0,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Admin Dashboard,Hibernate,1.0.0,CDDL,Incompatible,Medium,CDDL is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Admin Dashboard,BouncyCastle,1.0.0,MPL-2.0,Incompatible,Low,MPL-2.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Admin Dashboard,SLF4J,2.14.1,GPL-2.0,Incompatible,Critical,GPL-2.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Admin Dashboard,Jackson,1.0.0,LGPL-3.0,Incompatible,Medium,LGPL-3.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Admin Dashboard,JUnit5,3.2.1,LGPL-3.0,Incompatible,Medium,LGPL-3.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Admin Dashboard,OpenSSL,1.5.0,GPL-3.0,Incompatible,Critical,GPL-3.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Admin Dashboard,Lodash,2.0.0,GPL-2.0,Incompatible,Critical,GPL-2.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Admin Dashboard,Jackson,1.5.0,MPL-2.0,Incompatible,Low,MPL-2.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Admin Dashboard,Axios,3.0.0,LGPL-3.0,Incompatible,Medium,LGPL-3.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Admin Dashboard,Jackson,3.0.0,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Admin Dashboard,BouncyCastle,3.2.1,LGPL-3.0,Incompatible,Medium,LGPL-3.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Admin Dashboard,OpenSSL,2.17.1,EPL-2.0,Incompatible,Low,EPL-2.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Admin Dashboard,OpenSSL,3.0.0,LGPL-3.0,Incompatible,Medium,LGPL-3.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Admin Dashboard,JUnit5,1.5.0,CDDL,Incompatible,Medium,CDDL is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Admin Dashboard,OpenSSL,3.0.0,No-License,Unknown,High,The dependency license is unknown or has no verified license grant.,Obtain a verified SPDX license declaration or replace the dependency.
Admin Dashboard,BouncyCastle,3.2.1,CDDL,Incompatible,Medium,CDDL is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Admin Dashboard,OpenSSL,2.17.1,Unknown,Unknown,High,The dependency license is unknown or has no verified license grant.,Obtain a verified SPDX license declaration or replace the dependency.
Admin Dashboard,SLF4J,3.0.0,BSD-3-Clause,Compatible,Low,BSD-3-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Admin Dashboard,Lodash,1.0.0,GPL-2.0,Incompatible,Critical,GPL-2.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Admin Dashboard,Gson,2.0.0,MPL-2.0,Incompatible,Low,MPL-2.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Admin Dashboard,Lodash,3.0.0,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Admin Dashboard,BouncyCastle,2.14.1,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Admin Dashboard,OkHttp,2.14.1,Unlicense,Compatible,Low,Unlicense is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Admin Dashboard,OpenSSL,3.0.0,BSD-3-Clause,Compatible,Low,BSD-3-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Admin Dashboard,Log4j,3.2.1,LGPL-3.0,Incompatible,Medium,LGPL-3.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Admin Dashboard,Tomcat,2.14.1,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Admin Dashboard,Axios,3.2.1,LGPL-3.0,Incompatible,Medium,LGPL-3.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Admin Dashboard,Jetty,3.0.0,CDDL,Incompatible,Medium,CDDL is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Admin Dashboard,BouncyCastle,3.2.1,BSD-3-Clause,Compatible,Low,BSD-3-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Admin Dashboard,BouncyCastle,3.0.0,LGPL-2.1,Incompatible,Medium,LGPL-2.1 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Admin Dashboard,OkHttp,1.0.0,LGPL-3.0,Incompatible,Medium,LGPL-3.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Admin Dashboard,JUnit5,2.14.1,No-License,Unknown,High,The dependency license is unknown or has no verified license grant.,Obtain a verified SPDX license declaration or replace the dependency.
Admin Dashboard,SnakeYAML,1.0.0,MPL-2.0,Incompatible,Low,MPL-2.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Admin Dashboard,Jetty,1.5.0,BSD-3-Clause,Compatible,Low,BSD-3-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Admin Dashboard,OpenSSL,3.2.1,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Admin Dashboard,Jetty,2.0.0,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Admin Dashboard,JUnit5,2.17.1,GPL-2.0,Incompatible,Critical,GPL-2.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
Admin Dashboard,Jetty,1.5.0,Unlicense,Compatible,Low,Unlicense is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Admin Dashboard,Tomcat,2.17.1,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
Admin Dashboard,Lodash,3.2.1,Unknown,Unknown,High,The dependency license is unknown or has no verified license grant.,Obtain a verified SPDX license declaration or replace the dependency.
Admin Dashboard,Guava,2.17.1,LGPL-2.1,Incompatible,Medium,LGPL-2.1 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
