application,dependency_id,library,version,vulnerability_score,license_score,maintenance_score,dependency_depth_score,final_risk_score,final_risk_level,explanation
Identity Service,APP006_D04,FastAPI,3.0.0,86.0,0.0,0.0,25.0,41.2,Medium,Highest matched CVSS is 8.6; vulnerability severity score is 86.0. License status is Compatible; license score is 0. Unlicense is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Identity Service,APP006_D05,Kafka Client,3.2.1,0.0,0.0,0.0,25.0,2.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Apache-2.0 is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Identity Service,APP006_D06,PostgreSQL JDBC,1.5.0,0.0,0.0,0.0,25.0,2.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Identity Service,APP006_D07,MySQL Connector,2.14.1,41.0,100.0,0.0,25.0,45.95,Medium,Highest matched CVSS is 4.1; vulnerability severity score is 41.0. License status is Incompatible; license score is 100. MPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Identity Service,APP006_D08,Redis Client,3.2.1,57.0,75.0,0.0,25.0,46.9,Medium,Highest matched CVSS is 5.7; vulnerability severity score is 57.0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Identity Service,APP006_D09,Netty,3.2.1,38.0,0.0,0.0,25.0,19.6,Low,Highest matched CVSS is 3.8; vulnerability severity score is 38.0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Identity Service,APP006_D10,Hibernate,3.0.0,65.0,0.0,0.0,25.0,31.75,Medium,Highest matched CVSS is 6.5; vulnerability severity score is 65.0. License status is Compatible; license score is 0. Proprietary is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Identity Service,APP006_T01,OpenSSL,1.5.0,0.0,0.0,100.0,50.0,25.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Apache-2.0 is permitted by the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T02,JUnit5,2.0.0,63.0,100.0,40.0,50.0,66.35,High,Highest matched CVSS is 6.3; vulnerability severity score is 63.0. License status is Incompatible; license score is 100. EPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T03,OkHttp,2.0.0,61.0,0.0,40.0,50.0,40.45,Medium,Highest matched CVSS is 6.1; vulnerability severity score is 61.0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T04,Guava,2.17.1,79.0,0.0,40.0,50.0,48.55,Medium,Highest matched CVSS is 7.9; vulnerability severity score is 79.0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T05,BouncyCastle,3.2.1,40.0,100.0,40.0,50.0,56.0,High,Highest matched CVSS is 4.0; vulnerability severity score is 40.0. License status is Incompatible; license score is 100. GPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T06,Commons IO,2.0.0,97.0,100.0,40.0,50.0,81.65,Critical,Highest matched CVSS is 9.7; vulnerability severity score is 97.0. License status is Incompatible; license score is 100. EPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T07,BouncyCastle,2.14.1,59.0,0.0,40.0,50.0,39.55,Medium,Highest matched CVSS is 5.9; vulnerability severity score is 59.0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T08,Axios,2.0.0,62.0,100.0,100.0,50.0,77.9,Critical,Highest matched CVSS is 6.2; vulnerability severity score is 62.0. License status is Incompatible; license score is 100. EPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T09,Jetty,1.5.0,0.0,100.0,40.0,50.0,38.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. LGPL-2.1 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T10,Guava,1.0.0,45.0,0.0,40.0,50.0,33.25,Medium,Highest matched CVSS is 4.5; vulnerability severity score is 45.0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T11,Commons IO,2.14.1,57.0,0.0,40.0,50.0,38.65,Medium,Highest matched CVSS is 5.7; vulnerability severity score is 57.0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T12,Lodash,2.0.0,84.0,100.0,40.0,50.0,75.8,Critical,Highest matched CVSS is 8.4; vulnerability severity score is 84.0. License status is Incompatible; license score is 100. CDDL is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T13,Guava,2.14.1,63.0,0.0,40.0,50.0,41.35,Medium,Highest matched CVSS is 6.3; vulnerability severity score is 63.0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T14,OkHttp,3.2.1,48.0,100.0,40.0,50.0,59.6,High,Highest matched CVSS is 4.8; vulnerability severity score is 48.0. License status is Incompatible; license score is 100. MPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T15,SnakeYAML,3.2.1,0.0,100.0,100.0,50.0,50.0,High,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. GPL-3.0 is not compatible with the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T16,Jackson,3.0.0,65.0,75.0,40.0,50.0,61.0,High,Highest matched CVSS is 6.5; vulnerability severity score is 65.0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T17,Guava,3.2.1,0.0,100.0,40.0,50.0,38.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. GPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T18,Jetty,2.17.1,73.0,100.0,40.0,50.0,70.85,High,Highest matched CVSS is 7.3; vulnerability severity score is 73.0. License status is Incompatible; license score is 100. EPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T19,OpenSSL,1.0.0,92.0,0.0,40.0,50.0,54.4,High,Highest matched CVSS is 9.2; vulnerability severity score is 92.0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T20,Jetty,3.0.0,0.0,75.0,40.0,50.0,31.75,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T21,Gson,3.0.0,96.0,0.0,40.0,50.0,56.2,High,Highest matched CVSS is 9.6; vulnerability severity score is 96.0. License status is Compatible; license score is 0. Proprietary is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T22,Guava,2.0.0,30.0,0.0,40.0,50.0,26.5,Medium,Highest matched CVSS is 3.0; vulnerability severity score is 30.0. License status is Compatible; license score is 0. Proprietary is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T23,Guava,2.17.1,79.0,0.0,40.0,50.0,48.55,Medium,Highest matched CVSS is 7.9; vulnerability severity score is 79.0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T24,Guava,2.0.0,30.0,0.0,40.0,50.0,26.5,Medium,Highest matched CVSS is 3.0; vulnerability severity score is 30.0. License status is Compatible; license score is 0. Proprietary is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T25,SnakeYAML,2.14.1,0.0,0.0,40.0,50.0,13.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T26,Commons IO,2.17.1,0.0,0.0,40.0,50.0,13.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Unlicense is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T27,Jackson,2.0.0,50.0,75.0,40.0,50.0,54.25,High,Highest matched CVSS is 5.0; vulnerability severity score is 50.0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T28,Jetty,2.0.0,0.0,75.0,40.0,50.0,31.75,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T29,Lodash,3.2.1,49.0,100.0,100.0,50.0,72.05,High,Highest matched CVSS is 4.9; vulnerability severity score is 49.0. License status is Incompatible; license score is 100. EPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T30,BouncyCastle,3.0.0,0.0,75.0,40.0,50.0,31.75,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T31,Guava,3.0.0,61.0,0.0,40.0,50.0,40.45,Medium,Highest matched CVSS is 6.1; vulnerability severity score is 61.0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T32,OpenSSL,1.0.0,92.0,0.0,40.0,50.0,54.4,High,Highest matched CVSS is 9.2; vulnerability severity score is 92.0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T33,Commons IO,2.0.0,97.0,100.0,40.0,50.0,81.65,Critical,Highest matched CVSS is 9.7; vulnerability severity score is 97.0. License status is Incompatible; license score is 100. EPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T34,Lodash,2.14.1,34.0,100.0,40.0,50.0,53.3,High,Highest matched CVSS is 3.4; vulnerability severity score is 34.0. License status is Incompatible; license score is 100. LGPL-3.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T35,Jetty,2.0.0,0.0,75.0,40.0,50.0,31.75,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T36,Jackson,1.5.0,87.0,100.0,100.0,50.0,89.15,Critical,Highest matched CVSS is 8.7; vulnerability severity score is 87.0. License status is Incompatible; license score is 100. GPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T37,SLF4J,2.17.1,51.0,100.0,40.0,50.0,60.95,High,Highest matched CVSS is 5.1; vulnerability severity score is 51.0. License status is Incompatible; license score is 100. CDDL is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T38,Jackson,1.0.0,87.0,0.0,40.0,50.0,52.15,High,Highest matched CVSS is 8.7; vulnerability severity score is 87.0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T39,Jackson,2.17.1,58.0,100.0,40.0,50.0,64.1,High,Highest matched CVSS is 5.8; vulnerability severity score is 58.0. License status is Incompatible; license score is 100. LGPL-2.1 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Identity Service,APP006_T40,Log4j,1.0.0,0.0,100.0,40.0,50.0,38.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. GPL-3.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_D01,Spring Boot,2.0.0,0.0,100.0,0.0,25.0,27.5,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. GPL-3.0 is not compatible with the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Analytics Platform,APP007_D02,React,1.5.0,0.0,100.0,0.0,25.0,27.5,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. LGPL-3.0 is not compatible with the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Analytics Platform,APP007_D03,Express,2.17.1,88.0,100.0,0.0,25.0,67.1,High,Highest matched CVSS is 8.8; vulnerability severity score is 88.0. License status is Incompatible; license score is 100. MPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Analytics Platform,APP007_D04,FastAPI,2.17.1,78.0,0.0,0.0,25.0,37.6,Medium,Highest matched CVSS is 7.8; vulnerability severity score is 78.0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Analytics Platform,APP007_D05,Kafka Client,1.5.0,0.0,100.0,0.0,25.0,27.5,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. LGPL-2.1 is not compatible with the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Analytics Platform,APP007_D06,PostgreSQL JDBC,2.17.1,0.0,75.0,0.0,25.0,21.25,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Analytics Platform,APP007_D07,MySQL Connector,2.14.1,41.0,0.0,0.0,25.0,20.95,Low,Highest matched CVSS is 4.1; vulnerability severity score is 41.0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Analytics Platform,APP007_D08,Redis Client,1.5.0,49.0,0.0,0.0,25.0,24.55,Low,Highest matched CVSS is 4.9; vulnerability severity score is 49.0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Analytics Platform,APP007_D09,Netty,3.2.1,38.0,0.0,0.0,25.0,19.6,Low,Highest matched CVSS is 3.8; vulnerability severity score is 38.0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Analytics Platform,APP007_D10,Hibernate,3.0.0,65.0,0.0,0.0,25.0,31.75,Medium,Highest matched CVSS is 6.5; vulnerability severity score is 65.0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Analytics Platform,APP007_T01,Tomcat,1.0.0,95.0,0.0,100.0,50.0,67.75,High,Highest matched CVSS is 9.5; vulnerability severity score is 95.0. License status is Compatible; license score is 0. Apache-2.0 is permitted by the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T02,Lodash,1.5.0,72.0,75.0,40.0,50.0,64.15,High,Highest matched CVSS is 7.2; vulnerability severity score is 72.0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T03,Lodash,3.2.1,49.0,100.0,40.0,50.0,60.05,High,Highest matched CVSS is 4.9; vulnerability severity score is 49.0. License status is Incompatible; license score is 100. MPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T04,Gson,3.2.1,64.0,100.0,40.0,50.0,66.8,High,Highest matched CVSS is 6.4; vulnerability severity score is 64.0. License status is Incompatible; license score is 100. LGPL-3.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T05,Jackson,1.0.0,87.0,100.0,40.0,50.0,77.15,Critical,Highest matched CVSS is 8.7; vulnerability severity score is 87.0. License status is Incompatible; license score is 100. LGPL-2.1 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T06,JUnit5,2.17.1,91.0,75.0,40.0,50.0,72.7,High,Highest matched CVSS is 9.1; vulnerability severity score is 91.0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T07,Guava,2.17.1,79.0,100.0,40.0,50.0,73.55,High,Highest matched CVSS is 7.9; vulnerability severity score is 79.0. License status is Incompatible; license score is 100. CDDL is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T08,Axios,2.14.1,0.0,100.0,100.0,50.0,50.0,High,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. EPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T09,BouncyCastle,2.17.1,69.0,0.0,40.0,50.0,44.05,Medium,Highest matched CVSS is 6.9; vulnerability severity score is 69.0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T10,Tomcat,1.5.0,87.0,0.0,40.0,50.0,52.15,High,Highest matched CVSS is 8.7; vulnerability severity score is 87.0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T11,BouncyCastle,1.0.0,90.0,0.0,40.0,50.0,53.5,High,Highest matched CVSS is 9.0; vulnerability severity score is 90.0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T12,Jackson,2.17.1,58.0,0.0,40.0,50.0,39.1,Medium,Highest matched CVSS is 5.8; vulnerability severity score is 58.0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T13,Gson,1.5.0,78.0,0.0,40.0,50.0,48.1,Medium,Highest matched CVSS is 7.8; vulnerability severity score is 78.0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T14,Commons IO,1.0.0,63.0,75.0,40.0,50.0,60.1,High,Highest matched CVSS is 6.3; vulnerability severity score is 63.0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T15,OkHttp,1.0.0,0.0,0.0,100.0,50.0,25.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T16,Axios,2.17.1,87.0,100.0,40.0,50.0,77.15,Critical,Highest matched CVSS is 8.7; vulnerability severity score is 87.0. License status is Incompatible; license score is 100. CDDL is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T17,SLF4J,1.5.0,67.0,100.0,40.0,50.0,68.15,High,Highest matched CVSS is 6.7; vulnerability severity score is 67.0. License status is Incompatible; license score is 100. LGPL-3.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T18,SLF4J,2.17.1,51.0,100.0,40.0,50.0,60.95,High,Highest matched CVSS is 5.1; vulnerability severity score is 51.0. License status is Incompatible; license score is 100. EPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T19,Lodash,2.17.1,0.0,100.0,40.0,50.0,38.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. CDDL is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T20,Lodash,2.14.1,34.0,75.0,40.0,50.0,47.05,Medium,Highest matched CVSS is 3.4; vulnerability severity score is 34.0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T21,Axios,1.5.0,64.0,100.0,40.0,50.0,66.8,High,Highest matched CVSS is 6.4; vulnerability severity score is 64.0. License status is Incompatible; license score is 100. GPL-3.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T22,Log4j,1.0.0,0.0,100.0,100.0,50.0,50.0,High,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. MPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T23,Lodash,1.0.0,73.0,75.0,40.0,50.0,64.6,High,Highest matched CVSS is 7.3; vulnerability severity score is 73.0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T24,OpenSSL,3.2.1,0.0,100.0,40.0,50.0,38.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. MPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T25,OpenSSL,2.17.1,84.0,0.0,40.0,50.0,50.8,High,Highest matched CVSS is 8.4; vulnerability severity score is 84.0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T26,Gson,3.2.1,64.0,100.0,40.0,50.0,66.8,High,Highest matched CVSS is 6.4; vulnerability severity score is 64.0. License status is Incompatible; license score is 100. LGPL-3.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T27,OpenSSL,2.14.1,95.0,0.0,40.0,50.0,55.75,High,Highest matched CVSS is 9.5; vulnerability severity score is 95.0. License status is Compatible; license score is 0. Apache-2.0 is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T28,OpenSSL,3.0.0,83.0,100.0,40.0,50.0,75.35,Critical,Highest matched CVSS is 8.3; vulnerability severity score is 83.0. License status is Incompatible; license score is 100. GPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T29,Commons IO,1.5.0,66.0,0.0,100.0,50.0,54.7,High,Highest matched CVSS is 6.6; vulnerability severity score is 66.0. License status is Compatible; license score is 0. Apache-2.0 is permitted by the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T30,Log4j,1.5.0,0.0,100.0,40.0,50.0,38.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. CDDL is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T31,Jackson,1.0.0,87.0,100.0,40.0,50.0,77.15,Critical,Highest matched CVSS is 8.7; vulnerability severity score is 87.0. License status is Incompatible; license score is 100. LGPL-2.1 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
