application,dependency_id,library,version,dependency_type,cve_id,cvss,severity,patch_available,exploitability,description,fixed_version,affected_version_range
Analytics Platform,APP007_T29,Commons IO,1.5.0,Transitive,CVE-2025-1113,6.6,Medium,False,Medium,Synthetic record,latest,1.5.0
Analytics Platform,APP007_T31,Jackson,1.0.0,Transitive,CVE-2025-1178,8.7,Medium,True,Medium,Synthetic record,latest,1.0.0
Analytics Platform,APP007_T34,OpenSSL,1.0.0,Transitive,CVE-2023-9999,9.1,Critical,True,High,Known vulnerability in OpenSSL,3.0.0,1.0.0
Analytics Platform,APP007_T34,OpenSSL,1.0.0,Transitive,CVE-2025-1070,9.2,Medium,True,Medium,Synthetic record,latest,1.0.0
Analytics Platform,APP007_T34,OpenSSL,1.0.0,Transitive,CVE-2025-1166,7.7,Medium,False,Medium,Synthetic record,latest,1.0.0
Analytics Platform,APP007_T36,Gson,3.0.0,Transitive,CVE-2025-1079,9.3,Medium,False,Medium,Synthetic record,latest,3.0.0
Analytics Platform,APP007_T36,Gson,3.0.0,Transitive,CVE-2025-1134,9.6,Medium,True,Medium,Synthetic record,latest,3.0.0
Analytics Platform,APP007_T37,BouncyCastle,2.17.1,Transitive,CVE-2025-1025,6.9,Medium,False,Medium,Synthetic record,latest,2.17.1
Analytics Platform,APP007_T37,BouncyCastle,2.17.1,Transitive,CVE-2025-1057,5.0,Medium,True,Medium,Synthetic record,latest,2.17.1
Analytics Platform,APP007_T37,BouncyCastle,2.17.1,Transitive,CVE-2025-1082,5.2,Medium,False,Medium,Synthetic record,latest,2.17.1
Analytics Platform,APP007_T38,Log4j,3.0.0,Transitive,CVE-2025-1084,7.0,Medium,False,Medium,Synthetic record,latest,3.0.0
Analytics Platform,APP007_T39,BouncyCastle,1.5.0,Transitive,CVE-2025-1100,9.4,Medium,False,Medium,Synthetic record,latest,1.5.0
Analytics Platform,APP007_T39,BouncyCastle,1.5.0,Transitive,CVE-2025-1111,4.8,Medium,True,Medium,Synthetic record,latest,1.5.0
Analytics Platform,APP007_T40,BouncyCastle,2.17.1,Transitive,CVE-2025-1025,6.9,Medium,False,Medium,Synthetic record,latest,2.17.1
Analytics Platform,APP007_T40,BouncyCastle,2.17.1,Transitive,CVE-2025-1057,5.0,Medium,True,Medium,Synthetic record,latest,2.17.1
Analytics Platform,APP007_T40,BouncyCastle,2.17.1,Transitive,CVE-2025-1082,5.2,Medium,False,Medium,Synthetic record,latest,2.17.1
Notification Service,APP008_D01,Spring Boot,1.5.0,Direct,CVE-2025-1075,7.0,Medium,False,Medium,Synthetic record,latest,1.5.0
Notification Service,APP008_D03,Express,3.0.0,Direct,CVE-2025-1098,4.6,Medium,True,Medium,Synthetic record,latest,3.0.0
Notification Service,APP008_D03,Express,3.0.0,Direct,CVE-2025-1106,5.5,Medium,False,Medium,Synthetic record,latest,3.0.0
Notification Service,APP008_D04,FastAPI,1.5.0,Direct,CVE-2025-1121,4.8,Medium,True,Medium,Synthetic record,latest,1.5.0
Notification Service,APP008_D04,FastAPI,1.5.0,Direct,CVE-2025-1180,7.8,Medium,False,Medium,Synthetic record,latest,1.5.0
Notification Service,APP008_D05,Kafka Client,2.0.0,Direct,CVE-2025-1101,9.0,Medium,False,Medium,Synthetic record,latest,2.0.0
Notification Service,APP008_D05,Kafka Client,2.0.0,Direct,CVE-2025-1147,7.9,Medium,True,Medium,Synthetic record,latest,2.0.0
Notification Service,APP008_D07,MySQL Connector,2.17.1,Direct,CVE-2025-1062,6.4,Medium,True,Medium,Synthetic record,latest,2.17.1
Notification Service,APP008_D09,Netty,3.2.1,Direct,CVE-2025-1118,3.8,Medium,True,Medium,Synthetic record,latest,3.2.1
Notification Service,APP008_D09,Netty,3.2.1,Direct,CVE-2025-1142,3.6,Medium,False,Medium,Synthetic record,latest,3.2.1
Notification Service,APP008_D09,Netty,3.2.1,Direct,CVE-2025-1158,3.5,Medium,False,Medium,Synthetic record,latest,3.2.1
Notification Service,APP008_D10,Hibernate,3.0.0,Direct,CVE-2025-1030,5.6,Medium,False,Medium,Synthetic record,latest,3.0.0
Notification Service,APP008_D10,Hibernate,3.0.0,Direct,CVE-2025-1144,4.6,Medium,True,Medium,Synthetic record,latest,3.0.0
Notification Service,APP008_D10,Hibernate,3.0.0,Direct,CVE-2025-1167,6.5,Medium,False,Medium,Synthetic record,latest,3.0.0
Notification Service,APP008_T01,JUnit5,2.17.1,Transitive,CVE-2025-1156,9.1,Medium,True,Medium,Synthetic record,latest,2.17.1
Notification Service,APP008_T02,Tomcat,3.2.1,Transitive,CVE-2025-1014,7.6,Medium,True,Medium,Synthetic record,latest,3.2.1
Notification Service,APP008_T03,OpenSSL,1.0.0,Transitive,CVE-2023-9999,9.1,Critical,True,High,Known vulnerability in OpenSSL,3.0.0,1.0.0
Notification Service,APP008_T03,OpenSSL,1.0.0,Transitive,CVE-2025-1070,9.2,Medium,True,Medium,Synthetic record,latest,1.0.0
Notification Service,APP008_T03,OpenSSL,1.0.0,Transitive,CVE-2025-1166,7.7,Medium,False,Medium,Synthetic record,latest,1.0.0
Notification Service,APP008_T04,Jackson,2.14.1,Transitive,CVE-2025-1105,4.3,Medium,False,Medium,Synthetic record,latest,2.14.1
Notification Service,APP008_T05,SLF4J,2.17.1,Transitive,CVE-2025-1186,5.1,Medium,False,Medium,Synthetic record,latest,2.17.1
Notification Service,APP008_T06,Log4j,3.2.1,Transitive,CVE-2025-1043,8.3,Medium,False,Medium,Synthetic record,latest,3.2.1
Notification Service,APP008_T06,Log4j,3.2.1,Transitive,CVE-2025-1065,9.4,Medium,False,Medium,Synthetic record,latest,3.2.1
Notification Service,APP008_T06,Log4j,3.2.1,Transitive,CVE-2025-1086,4.2,Medium,True,Medium,Synthetic record,latest,3.2.1
Notification Service,APP008_T09,Commons IO,1.5.0,Transitive,CVE-2025-1113,6.6,Medium,False,Medium,Synthetic record,latest,1.5.0
Notification Service,APP008_T10,Jackson,1.0.0,Transitive,CVE-2025-1178,8.7,Medium,True,Medium,Synthetic record,latest,1.0.0
Notification Service,APP008_T11,Axios,1.5.0,Transitive,CVE-2025-1017,6.4,Medium,False,Medium,Synthetic record,latest,1.5.0
Notification Service,APP008_T11,Axios,1.5.0,Transitive,CVE-2025-1120,3.3,Medium,True,Medium,Synthetic record,latest,1.5.0
Notification Service,APP008_T12,Commons IO,3.0.0,Transitive,CVE-2025-1193,4.6,Medium,False,Medium,Synthetic record,latest,3.0.0
Notification Service,APP008_T13,Jackson,1.0.0,Transitive,CVE-2025-1178,8.7,Medium,True,Medium,Synthetic record,latest,1.0.0
Notification Service,APP008_T14,OpenSSL,3.0.0,Transitive,CVE-2025-1145,8.3,Medium,False,Medium,Synthetic record,latest,3.0.0
Notification Service,APP008_T15,Jackson,3.0.0,Transitive,CVE-2025-1026,5.4,Medium,False,Medium,Synthetic record,latest,3.0.0
Notification Service,APP008_T15,Jackson,3.0.0,Transitive,CVE-2025-1089,6.5,Medium,False,Medium,Synthetic record,latest,3.0.0
Notification Service,APP008_T16,OpenSSL,1.0.0,Transitive,CVE-2023-9999,9.1,Critical,True,High,Known vulnerability in OpenSSL,3.0.0,1.0.0
Notification Service,APP008_T16,OpenSSL,1.0.0,Transitive,CVE-2025-1070,9.2,Medium,True,Medium,Synthetic record,latest,1.0.0
Notification Service,APP008_T16,OpenSSL,1.0.0,Transitive,CVE-2025-1166,7.7,Medium,False,Medium,Synthetic record,latest,1.0.0
Notification Service,APP008_T17,JUnit5,2.17.1,Transitive,CVE-2025-1156,9.1,Medium,True,Medium,Synthetic record,latest,2.17.1
Notification Service,APP008_T18,Guava,1.5.0,Transitive,CVE-2025-1067,5.3,Medium,False,Medium,Synthetic record,latest,1.5.0
Notification Service,APP008_T18,Guava,1.5.0,Transitive,CVE-2025-1071,6.0,Medium,False,Medium,Synthetic record,latest,1.5.0
Notification Service,APP008_T18,Guava,1.5.0,Transitive,CVE-2025-1103,9.7,Medium,True,Medium,Synthetic record,latest,1.5.0
Notification Service,APP008_T19,JUnit5,2.17.1,Transitive,CVE-2025-1156,9.1,Medium,True,Medium,Synthetic record,latest,2.17.1
Notification Service,APP008_T20,Lodash,1.0.0,Transitive,CVE-2025-1154,7.3,Medium,True,Medium,Synthetic record,latest,1.0.0
Notification Service,APP008_T22,OpenSSL,2.14.1,Transitive,CVE-2025-1037,9.5,Medium,True,Medium,Synthetic record,latest,2.14.1
Notification Service,APP008_T22,OpenSSL,2.14.1,Transitive,CVE-2025-1128,6.7,Medium,False,Medium,Synthetic record,latest,2.14.1
Notification Service,APP008_T23,SLF4J,1.5.0,Transitive,CVE-2025-1013,6.7,Medium,False,Medium,Synthetic record,latest,1.5.0
Notification Service,APP008_T23,SLF4J,1.5.0,Transitive,CVE-2025-1133,3.4,Medium,False,Medium,Synthetic record,latest,1.5.0
Notification Service,APP008_T24,SnakeYAML,1.0.0,Transitive,CVE-2024-3001,8.8,High,True,High,Known vulnerability in SnakeYAML,2.0.0,1.0.0
Notification Service,APP008_T24,SnakeYAML,1.0.0,Transitive,CVE-2025-1066,4.5,Medium,True,Medium,Synthetic record,latest,1.0.0
Notification Service,APP008_T26,Lodash,1.0.0,Transitive,CVE-2025-1154,7.3,Medium,True,Medium,Synthetic record,latest,1.0.0
Notification Service,APP008_T28,Log4j,2.14.1,Transitive,CVE-2021-44228,10.0,Critical,True,High,Known vulnerability in Log4j,2.17.1,2.14.1
Notification Service,APP008_T28,Log4j,2.14.1,Transitive,CVE-2025-1073,8.1,Medium,True,Medium,Synthetic record,latest,2.14.1
Notification Service,APP008_T28,Log4j,2.14.1,Transitive,CVE-2025-1168,8.2,Medium,True,Medium,Synthetic record,latest,2.14.1
Notification Service,APP008_T29,Commons IO,1.0.0,Transitive,CVE-2025-1140,6.2,Medium,True,Medium,Synthetic record,latest,1.0.0
Notification Service,APP008_T29,Commons IO,1.0.0,Transitive,CVE-2025-1161,6.3,Medium,False,Medium,Synthetic record,latest,1.0.0
Notification Service,APP008_T31,Log4j,2.0.0,Transitive,CVE-2025-1093,7.2,Medium,True,Medium,Synthetic record,latest,2.0.0
Notification Service,APP008_T32,Gson,2.0.0,Transitive,CVE-2025-1129,7.7,Medium,True,Medium,Synthetic record,latest,2.0.0
Notification Service,APP008_T33,Guava,2.0.0,Transitive,CVE-2025-1155,3.0,Medium,True,Medium,Synthetic record,latest,2.0.0
Notification Service,APP008_T35,OkHttp,2.0.0,Transitive,CVE-2025-1094,6.1,Medium,False,Medium,Synthetic record,latest,2.0.0
Notification Service,APP008_T35,OkHttp,2.0.0,Transitive,CVE-2025-1114,3.6,Medium,True,Medium,Synthetic record,latest,2.0.0
Notification Service,APP008_T35,OkHttp,2.0.0,Transitive,CVE-2025-1135,3.3,Medium,True,Medium,Synthetic record,latest,2.0.0
Notification Service,APP008_T39,Jackson,3.2.1,Transitive,CVE-2025-1179,5.3,Medium,False,Medium,Synthetic record,latest,3.2.1
Notification Service,APP008_T40,Jackson,2.14.1,Transitive,CVE-2025-1105,4.3,Medium,False,Medium,Synthetic record,latest,2.14.1
Mobile Backend,APP009_D01,Spring Boot,3.2.1,Direct,CVE-2025-1063,4.9,Medium,False,Medium,Synthetic record,latest,3.2.1
Mobile Backend,APP009_D03,Express,3.0.0,Direct,CVE-2025-1098,4.6,Medium,True,Medium,Synthetic record,latest,3.0.0
Mobile Backend,APP009_D03,Express,3.0.0,Direct,CVE-2025-1106,5.5,Medium,False,Medium,Synthetic record,latest,3.0.0
Mobile Backend,APP009_D04,FastAPI,2.17.1,Direct,CVE-2025-1016,7.8,Medium,True,Medium,Synthetic record,latest,2.17.1
Mobile Backend,APP009_D08,Redis Client,3.2.1,Direct,CVE-2025-1061,5.7,Medium,True,Medium,Synthetic record,latest,3.2.1
Mobile Backend,APP009_D09,Netty,1.5.0,Direct,CVE-2025-1081,5.0,Medium,True,Medium,Synthetic record,latest,1.5.0
Mobile Backend,APP009_D10,Hibernate,1.0.0,Direct,CVE-2025-1169,9.4,Medium,True,Medium,Synthetic record,latest,1.0.0
Mobile Backend,APP009_T03,Guava,2.14.1,Transitive,CVE-2025-1052,6.3,Medium,False,Medium,Synthetic record,latest,2.14.1
Mobile Backend,APP009_T03,Guava,2.14.1,Transitive,CVE-2025-1175,3.2,Medium,True,Medium,Synthetic record,latest,2.14.1
Mobile Backend,APP009_T04,Tomcat,3.0.0,Transitive,CVE-2025-1194,5.7,Medium,True,Medium,Synthetic record,latest,3.0.0
Mobile Backend,APP009_T05,JUnit5,1.5.0,Transitive,CVE-2025-1074,4.2,Medium,True,Medium,Synthetic record,latest,1.5.0
Mobile Backend,APP009_T05,JUnit5,1.5.0,Transitive,CVE-2025-1177,5.8,Medium,False,Medium,Synthetic record,latest,1.5.0
Mobile Backend,APP009_T06,Axios,2.0.0,Transitive,CVE-2025-1051,6.2,Medium,True,Medium,Synthetic record,latest,2.0.0
Mobile Backend,APP009_T08,Commons IO,2.0.0,Transitive,CVE-2025-1101,7.5,High,True,High,Known vulnerability in Commons IO,2.1.0,2.0.0
Mobile Backend,APP009_T08,Commons IO,2.0.0,Transitive,CVE-2025-1108,6.5,Medium,False,Medium,Synthetic record,latest,2.0.0
Mobile Backend,APP009_T08,Commons IO,2.0.0,Transitive,CVE-2025-1131,9.7,Medium,True,Medium,Synthetic record,latest,2.0.0
Mobile Backend,APP009_T10,Tomcat,1.5.0,Transitive,CVE-2025-1096,8.7,Medium,True,Medium,Synthetic record,latest,1.5.0
Mobile Backend,APP009_T10,Tomcat,1.5.0,Transitive,CVE-2025-1191,4.2,Medium,False,Medium,Synthetic record,latest,1.5.0
Mobile Backend,APP009_T10,Tomcat,1.5.0,Transitive,CVE-2025-1196,6.1,Medium,False,Medium,Synthetic record,latest,1.5.0
Mobile Backend,APP009_T11,Lodash,3.2.1,Transitive,CVE-2025-1190,4.9,Medium,True,Medium,Synthetic record,latest,3.2.1
Mobile Backend,APP009_T12,Tomcat,3.2.1,Transitive,CVE-2025-1014,7.6,Medium,True,Medium,Synthetic record,latest,3.2.1
Mobile Backend,APP009_T13,Jetty,3.2.1,Transitive,CVE-2025-1027,6.1,Medium,True,Medium,Synthetic record,latest,3.2.1
Mobile Backend,APP009_T14,Lodash,2.0.0,Transitive,CVE-2025-1069,8.4,Medium,True,Medium,Synthetic record,latest,2.0.0
Mobile Backend,APP009_T16,Gson,3.0.0,Transitive,CVE-2025-1079,9.3,Medium,False,Medium,Synthetic record,latest,3.0.0
Mobile Backend,APP009_T16,Gson,3.0.0,Transitive,CVE-2025-1134,9.6,Medium,True,Medium,Synthetic record,latest,3.0.0
Mobile Backend,APP009_T17,Gson,3.0.0,Transitive,CVE-2025-1079,9.3,Medium,False,Medium,Synthetic record,latest,3.0.0
Mobile Backend,APP009_T17,Gson,3.0.0,Transitive,CVE-2025-1134,9.6,Medium,True,Medium,Synthetic record,latest,3.0.0
Mobile Backend,APP009_T18,Guava,1.5.0,Transitive,CVE-2025-1067,5.3,Medium,False,Medium,Synthetic record,latest,1.5.0
Mobile Backend,APP009_T18,Guava,1.5.0,Transitive,CVE-2025-1071,6.0,Medium,False,Medium,Synthetic record,latest,1.5.0
Mobile Backend,APP009_T18,Guava,1.5.0,Transitive,CVE-2025-1103,9.7,Medium,True,Medium,Synthetic record,latest,1.5.0
Mobile Backend,APP009_T19,Log4j,2.14.1,Transitive,CVE-2021-44228,10.0,Critical,True,High,Known vulnerability in Log4j,2.17.1,2.14.1
Mobile Backend,APP009_T19,Log4j,2.14.1,Transitive,CVE-2025-1073,8.1,Medium,True,Medium,Synthetic record,latest,2.14.1
Mobile Backend,APP009_T19,Log4j,2.14.1,Transitive,CVE-2025-1168,8.2,Medium,True,Medium,Synthetic record,latest,2.14.1
Mobile Backend,APP009_T20,Jetty,2.17.1,Transitive,CVE-2025-1011,5.7,Medium,True,Medium,Synthetic record,latest,2.17.1
Mobile Backend,APP009_T20,Jetty,2.17.1,Transitive,CVE-2025-1015,7.3,Medium,False,Medium,Synthetic record,latest,2.17.1
Mobile Backend,APP009_T21,Gson,3.0.0,Transitive,CVE-2025-1079,9.3,Medium,False,Medium,Synthetic record,latest,3.0.0
Mobile Backend,APP009_T21,Gson,3.0.0,Transitive,CVE-2025-1134,9.6,Medium,True,Medium,Synthetic record,latest,3.0.0
Mobile Backend,APP009_T22,Tomcat,1.5.0,Transitive,CVE-2025-1096,8.7,Medium,True,Medium,Synthetic record,latest,1.5.0
Mobile Backend,APP009_T22,Tomcat,1.5.0,Transitive,CVE-2025-1191,4.2,Medium,False,Medium,Synthetic record,latest,1.5.0
Mobile Backend,APP009_T22,Tomcat,1.5.0,Transitive,CVE-2025-1196,6.1,Medium,False,Medium,Synthetic record,latest,1.5.0
Mobile Backend,APP009_T25,Jackson,2.0.0,Transitive,CVE-2025-1192,5.0,Medium,False,Medium,Synthetic record,latest,2.0.0
Mobile Backend,APP009_T26,Guava,2.17.1,Transitive,CVE-2025-1088,7.9,Medium,True,Medium,Synthetic record,latest,2.17.1
Mobile Backend,APP009_T29,Guava,1.5.0,Transitive,CVE-2025-1067,5.3,Medium,False,Medium,Synthetic record,latest,1.5.0
Mobile Backend,APP009_T29,Guava,1.5.0,Transitive,CVE-2025-1071,6.0,Medium,False,Medium,Synthetic record,latest,1.5.0
Mobile Backend,APP009_T29,Guava,1.5.0,Transitive,CVE-2025-1103,9.7,Medium,True,Medium,Synthetic record,latest,1.5.0
Mobile Backend,APP009_T30,Tomcat,3.0.0,Transitive,CVE-2025-1194,5.7,Medium,True,Medium,Synthetic record,latest,3.0.0
Mobile Backend,APP009_T32,Commons IO,2.0.0,Transitive,CVE-2025-1101,7.5,High,True,High,Known vulnerability in Commons IO,2.1.0,2.0.0
Mobile Backend,APP009_T32,Commons IO,2.0.0,Transitive,CVE-2025-1108,6.5,Medium,False,Medium,Synthetic record,latest,2.0.0
Mobile Backend,APP009_T32,Commons IO,2.0.0,Transitive,CVE-2025-1131,9.7,Medium,True,Medium,Synthetic record,latest,2.0.0
Mobile Backend,APP009_T33,Lodash,3.0.0,Transitive,CVE-2025-1164,7.7,Medium,True,Medium,Synthetic record,latest,3.0.0
Mobile Backend,APP009_T35,Log4j,3.2.1,Transitive,CVE-2025-1043,8.3,Medium,False,Medium,Synthetic record,latest,3.2.1
Mobile Backend,APP009_T35,Log4j,3.2.1,Transitive,CVE-2025-1065,9.4,Medium,False,Medium,Synthetic record,latest,3.2.1
Mobile Backend,APP009_T35,Log4j,3.2.1,Transitive,CVE-2025-1086,4.2,Medium,True,Medium,Synthetic record,latest,3.2.1
Mobile Backend,APP009_T37,Commons IO,3.0.0,Transitive,CVE-2025-1193,4.6,Medium,False,Medium,Synthetic record,latest,3.0.0
Mobile Backend,APP009_T39,Axios,2.17.1,Transitive,CVE-2025-1068,8.7,Medium,False,Medium,Synthetic record,latest,2.17.1
Mobile Backend,APP009_T40,Commons IO,1.5.0,Transitive,CVE-2025-1113,6.6,Medium,False,Medium,Synthetic record,latest,1.5.0
Admin Dashboard,APP010_D01,Spring Boot,1.5.0,Direct,CVE-2025-1075,7.0,Medium,False,Medium,Synthetic record,latest,1.5.0
Admin Dashboard,APP010_D02,React,3.0.0,Direct,CVE-2025-1029,7.8,Medium,False,Medium,Synthetic record,latest,3.0.0
Admin Dashboard,APP010_D02,React,3.0.0,Direct,CVE-2025-1189,5.8,Medium,True,Medium,Synthetic record,latest,3.0.0
Admin Dashboard,APP010_D03,Express,1.5.0,Direct,CVE-2025-1038,4.0,Medium,True,Medium,Synthetic record,latest,1.5.0
Admin Dashboard,APP010_D03,Express,1.5.0,Direct,CVE-2025-1053,3.7,Medium,False,Medium,Synthetic record,latest,1.5.0
Admin Dashboard,APP010_D04,FastAPI,1.0.0,Direct,CVE-2025-1110,4.8,Medium,True,Medium,Synthetic record,latest,1.0.0
Admin Dashboard,APP010_D04,FastAPI,1.0.0,Direct,CVE-2025-1184,8.7,Medium,False,Medium,Synthetic record,latest,1.0.0
Admin Dashboard,APP010_D05,Kafka Client,2.14.1,Direct,CVE-2025-1024,5.9,Medium,True,Medium,Synthetic record,latest,2.14.1
Admin Dashboard,APP010_D07,MySQL Connector,2.0.0,Direct,CVE-2025-1122,7.3,Medium,True,Medium,Synthetic record,latest,2.0.0
Admin Dashboard,APP010_D07,MySQL Connector,2.0.0,Direct,CVE-2025-1139,4.2,Medium,False,Medium,Synthetic record,latest,2.0.0
Admin Dashboard,APP010_D09,Netty,2.0.0,Direct,CVE-2025-1040,3.0,Medium,False,Medium,Synthetic record,latest,2.0.0
Admin Dashboard,APP010_D09,Netty,2.0.0,Direct,CVE-2025-1124,8.5,Medium,False,Medium,Synthetic record,latest,2.0.0
Admin Dashboard,APP010_D09,Netty,2.0.0,Direct,CVE-2025-1181,3.4,Medium,False,Medium,Synthetic record,latest,2.0.0
Admin Dashboard,APP010_D10,Hibernate,1.0.0,Direct,CVE-2025-1169,9.4,Medium,True,Medium,Synthetic record,latest,1.0.0
Admin Dashboard,APP010_T01,BouncyCastle,1.0.0,Transitive,CVE-2025-1090,9.0,Medium,True,Medium,Synthetic record,latest,1.0.0
Admin Dashboard,APP010_T01,BouncyCastle,1.0.0,Transitive,CVE-2025-1162,7.2,Medium,True,Medium,Synthetic record,latest,1.0.0
Admin Dashboard,APP010_T03,Jackson,1.0.0,Transitive,CVE-2025-1178,8.7,Medium,True,Medium,Synthetic record,latest,1.0.0
Admin Dashboard,APP010_T06,Lodash,2.0.0,Transitive,CVE-2025-1069,8.4,Medium,True,Medium,Synthetic record,latest,2.0.0
Admin Dashboard,APP010_T07,Jackson,1.5.0,Transitive,CVE-2025-1005,5.7,Medium,True,Medium,Synthetic record,latest,1.5.0
Admin Dashboard,APP010_T07,Jackson,1.5.0,Transitive,CVE-2025-1130,8.7,Medium,True,Medium,Synthetic record,latest,1.5.0
Admin Dashboard,APP010_T07,Jackson,1.5.0,Transitive,CVE-2025-1199,5.5,Medium,True,Medium,Synthetic record,latest,1.5.0
Admin Dashboard,APP010_T09,Jackson,3.0.0,Transitive,CVE-2025-1026,5.4,Medium,False,Medium,Synthetic record,latest,3.0.0
Admin Dashboard,APP010_T09,Jackson,3.0.0,Transitive,CVE-2025-1089,6.5,Medium,False,Medium,Synthetic record,latest,3.0.0
Admin Dashboard,APP010_T10,BouncyCastle,3.2.1,Transitive,CVE-2025-1087,4.0,Medium,True,Medium,Synthetic record,latest,3.2.1
Admin Dashboard,APP010_T11,OpenSSL,2.17.1,Transitive,CVE-2025-1151,8.4,Medium,True,Medium,Synthetic record,latest,2.17.1
Admin Dashboard,APP010_T11,OpenSSL,2.17.1,Transitive,CVE-2025-1157,3.4,Medium,False,Medium,Synthetic record,latest,2.17.1
Admin Dashboard,APP010_T12,OpenSSL,3.0.0,Transitive,CVE-2025-1145,8.3,Medium,False,Medium,Synthetic record,latest,3.0.0
Admin Dashboard,APP010_T13,JUnit5,1.5.0,Transitive,CVE-2025-1074,4.2,Medium,True,Medium,Synthetic record,latest,1.5.0
Admin Dashboard,APP010_T13,JUnit5,1.5.0,Transitive,CVE-2025-1177,5.8,Medium,False,Medium,Synthetic record,latest,1.5.0
Admin Dashboard,APP010_T14,OpenSSL,3.0.0,Transitive,CVE-2025-1145,8.3,Medium,False,Medium,Synthetic record,latest,3.0.0
Admin Dashboard,APP010_T15,BouncyCastle,3.2.1,Transitive,CVE-2025-1087,4.0,Medium,True,Medium,Synthetic record,latest,3.2.1
Admin Dashboard,APP010_T16,OpenSSL,2.17.1,Transitive,CVE-2025-1151,8.4,Medium,True,Medium,Synthetic record,latest,2.17.1
Admin Dashboard,APP010_T16,OpenSSL,2.17.1,Transitive,CVE-2025-1157,3.4,Medium,False,Medium,Synthetic record,latest,2.17.1
Admin Dashboard,APP010_T18,Lodash,1.0.0,Transitive,CVE-2025-1154,7.3,Medium,True,Medium,Synthetic record,latest,1.0.0
Admin Dashboard,APP010_T19,Gson,2.0.0,Transitive,CVE-2025-1129,7.7,Medium,True,Medium,Synthetic record,latest,2.0.0
Admin Dashboard,APP010_T20,Lodash,3.0.0,Transitive,CVE-2025-1164,7.7,Medium,True,Medium,Synthetic record,latest,3.0.0
Admin Dashboard,APP010_T21,BouncyCastle,2.14.1,Transitive,CVE-2025-1197,5.9,Medium,True,Medium,Synthetic record,latest,2.14.1
Admin Dashboard,APP010_T23,OpenSSL,3.0.0,Transitive,CVE-2025-1145,8.3,Medium,False,Medium,Synthetic record,latest,3.0.0
Admin Dashboard,APP010_T24,Log4j,3.2.1,Transitive,CVE-2025-1043,8.3,Medium,False,Medium,Synthetic record,latest,3.2.1
Admin Dashboard,APP010_T24,Log4j,3.2.1,Transitive,CVE-2025-1065,9.4,Medium,False,Medium,Synthetic record,latest,3.2.1
Admin Dashboard,APP010_T24,Log4j,3.2.1,Transitive,CVE-2025-1086,4.2,Medium,True,Medium,Synthetic record,latest,3.2.1
Admin Dashboard,APP010_T25,Tomcat,2.14.1,Transitive,CVE-2025-1107,6.0,Medium,True,Medium,Synthetic record,latest,2.14.1
Admin Dashboard,APP010_T28,BouncyCastle,3.2.1,Transitive,CVE-2025-1087,4.0,Medium,True,Medium,Synthetic record,latest,3.2.1
Admin Dashboard,APP010_T32,SnakeYAML,1.0.0,Transitive,CVE-2024-3001,8.8,High,True,High,Known vulnerability in SnakeYAML,2.0.0,1.0.0
Admin Dashboard,APP010_T32,SnakeYAML,1.0.0,Transitive,CVE-2025-1066,4.5,Medium,True,Medium,Synthetic record,latest,1.0.0
Admin Dashboard,APP010_T36,JUnit5,2.17.1,Transitive,CVE-2025-1156,9.1,Medium,True,Medium,Synthetic record,latest,2.17.1
Admin Dashboard,APP010_T38,Tomcat,2.17.1,Transitive,CVE-2025-1188,4.4,Medium,True,Medium,Synthetic record,latest,2.17.1
Admin Dashboard,APP010_T39,Lodash,3.2.1,Transitive,CVE-2025-1190,4.9,Medium,True,Medium,Synthetic record,latest,3.2.1
Admin Dashboard,APP010_T40,Guava,2.17.1,Transitive,CVE-2025-1088,7.9,Medium,True,Medium,Synthetic record,latest,2.17.1
