application,library,version,license,compatibility_status,severity,reason,recommendation
ComplianceEngine,aws-sdk-s3,4.14.7,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,mockito-core,5.11.1,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,guava,3.9.7,GPL-2.0,Incompatible,CRITICAL,GPL-2.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
ComplianceEngine,mysql-connector-java,2.15.0,BSD-3-Clause,Compatible,Low,BSD-3-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,tomcat-embed-core,5.4.2,BSD-3-Clause,Compatible,Low,BSD-3-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,lettuce-core,4.10.8,BSD-2-Clause,Compatible,Low,BSD-2-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,jedis,1.6.9,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,postgresql-jdbc,3.6.3,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,spring-security-core,4.0.8,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,mocha,2.9.6,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,commons-collections4,1.10.2,Dual-MIT/Commercial,Compatible,Low,Dual-MIT/Commercial is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,commander,5.7.7,BSD-2-Clause,Compatible,Low,BSD-2-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,boto3,1.8.8,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,logback-classic,3.5.3,BSD-3-Clause,Compatible,Low,BSD-3-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,hibernate-core,3.6.9,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,bouncycastle-bcprov,2.8.6,Unlicense,Compatible,Low,Unlicense is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,log4j-api,4.8.3,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,h2-database,4.15.6,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,spring-boot-starter,3.12.2,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,netty-handler,3.6.1,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,commons-codec,1.4.1,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,spring-web,1.8.10,Unlicense,Compatible,Low,Unlicense is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,junit-jupiter,3.13.6,BSD-2-Clause,Compatible,Low,BSD-2-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,grpc-core,4.6.5,LGPL-3.0,Compatible,Low,LGPL-3.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,commons-io,4.0.9,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,graphql,1.12.5,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,jackson-databind,4.2.1,BSD-3-Clause,Compatible,Low,BSD-3-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,micrometer-core,3.0.7,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,slf4j-api,3.11.6,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,commons-lang3,5.13.8,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,pgx,5.4.0,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,kafka-clients,3.9.6,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,hibernate-validator,2.7.7,Unlicense,Compatible,Low,Unlicense is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,jackson-annotations,3.0.1,BSD-3-Clause,Compatible,Low,BSD-3-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,logback-core,1.5.4,UNKNOWN,Unknown,High,The dependency license is unknown or has no verified license grant.,Obtain a verified SPDX license declaration or replace the dependency.
ComplianceEngine,axios,3.12.5,Dual-MIT/Commercial,Compatible,Low,Dual-MIT/Commercial is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,setuptools,1.1.2,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,httpclient,3.9.6,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,resilience4j,2.8.4,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,jetty-server,2.8.7,BSD-3-Clause,Compatible,Low,BSD-3-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,opentelemetry-api,1.2.8,Dual-MIT/Commercial,Compatible,Low,Dual-MIT/Commercial is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,numpy,3.11.5,BSD-3-Clause,Compatible,Low,BSD-3-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,caffeine,1.3.3,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,httpcore,2.5.4,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,gson,1.7.8,BSD-3-Clause,Compatible,Low,BSD-3-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,mapstruct,4.5.4,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,log4j-core,3.1.4,Unlicense,Compatible,Low,Unlicense is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,aws-sdk-sqs,2.1.1,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,disruptor,2.11.2,Unlicense,Compatible,Low,Unlicense is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
ComplianceEngine,netty-all,3.5.6,Dual-MIT/Commercial,Compatible,Low,Dual-MIT/Commercial is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,react-dom,1.10.9,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,yaml-go,5.15.0,BSD-2-Clause,Compatible,Low,BSD-2-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,jest,3.13.6,BSD-3-Clause,Compatible,Low,BSD-3-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,cryptography,3.6.0,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,redis,5.1.1,Unlicense,Compatible,Low,Unlicense is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,next,2.13.7,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,ansible-core,2.8.10,LGPL-3.0,Compatible,Low,LGPL-3.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,sharp,1.14.0,BSD-3-Clause,Compatible,Low,BSD-3-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,axios,4.14.1,BSD-3-Clause,Compatible,Low,BSD-3-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,winston,2.2.10,BSD-2-Clause,Compatible,Low,BSD-2-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,babel-core,5.0.0,BSD-2-Clause,Compatible,Low,BSD-2-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,chalk,3.6.10,Dual-MIT/Commercial,Compatible,Low,Dual-MIT/Commercial is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,twisted,5.3.5,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,nanoid,2.3.5,UNKNOWN,Unknown,High,The dependency license is unknown or has no verified license grant.,Obtain a verified SPDX license declaration or replace the dependency.
NotificationService,inquirer,5.11.0,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,mocha,3.5.10,Unlicense,Compatible,Low,Unlicense is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,vue,5.14.6,Unlicense,Compatible,Low,Unlicense is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,puppeteer,1.9.3,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,postgresql-jdbc,2.12.3,BSD-3-Clause,Compatible,Low,BSD-3-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,socket.io,5.13.10,Unlicense,Compatible,Low,Unlicense is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,sequelize,2.12.8,LGPL-2.1,Compatible,Low,LGPL-2.1 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,dayjs,2.4.1,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,chai,2.7.6,BSD-3-Clause,Compatible,Low,BSD-3-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,graphql,1.11.6,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,commander,3.12.7,BSD-3-Clause,Compatible,Low,BSD-3-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,morgan,4.11.6,BSD-3-Clause,Compatible,Low,BSD-3-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,django,3.15.10,BSD-3-Clause,Compatible,Low,BSD-3-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,multer,2.8.9,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,uuid,5.6.6,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,lodash,2.12.4,GPL-2.0,Incompatible,CRITICAL,GPL-2.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
NotificationService,webpack,4.13.10,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,helmet,2.6.0,Dual-MIT/Commercial,Compatible,Low,Dual-MIT/Commercial is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,knex,1.7.7,LGPL-2.1,Compatible,Low,LGPL-2.1 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,express,5.0.6,BSD-3-Clause,Compatible,Low,BSD-3-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,passport,2.11.10,Dual-MIT/Commercial,Compatible,Low,Dual-MIT/Commercial is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,node-fetch,4.11.2,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,moment,4.10.3,AGPL-3.0,Incompatible,CRITICAL,AGPL-3.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
NotificationService,cors,1.10.5,Unlicense,Compatible,Low,Unlicense is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,react,2.9.7,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,mapstruct,1.11.6,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,formidable,1.2.7,Unlicense,Compatible,Low,Unlicense is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,pm2,2.7.1,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,prettier,1.1.6,UNKNOWN,Unknown,High,The dependency license is unknown or has no verified license grant.,Obtain a verified SPDX license declaration or replace the dependency.
NotificationService,dotenv,3.3.4,Unlicense,Compatible,Low,Unlicense is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,nodemon,4.1.5,Dual-MIT/Commercial,Compatible,Low,Dual-MIT/Commercial is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,eslint,4.11.6,Dual-MIT/Commercial,Compatible,Low,Dual-MIT/Commercial is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,jsonwebtoken,3.1.1,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,angular-core,3.2.5,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,bcrypt,2.6.6,Unlicense,Compatible,Low,Unlicense is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
NotificationService,nats,2.1.6,GPL-3.0,Incompatible,CRITICAL,GPL-3.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
VendorGateway,pgx,3.4.3,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,protobuf-go,2.12.6,LGPL-2.1,Compatible,Low,LGPL-2.1 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,rich,1.7.6,Unlicense,Compatible,Low,Unlicense is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,logrus,3.14.5,GPL-2.0,Incompatible,CRITICAL,GPL-2.0 is not compatible with the Proprietary application policy.,"Replace the dependency, obtain an approved exception, or change the application policy."
VendorGateway,fiber,5.15.4,BSD-3-Clause,Compatible,Low,BSD-3-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,golangci-lint,4.0.6,BSD-3-Clause,Compatible,Low,BSD-3-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,chi,1.5.9,UNKNOWN,Unknown,High,The dependency license is unknown or has no verified license grant.,Obtain a verified SPDX license declaration or replace the dependency.
VendorGateway,mockito-core,2.6.10,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,setuptools,1.9.10,BSD-2-Clause,Compatible,Low,BSD-2-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,graphql,2.1.3,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,nats,3.12.10,BSD-2-Clause,Compatible,Low,BSD-2-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,jackson-annotations,3.5.6,BSD-3-Clause,Compatible,Low,BSD-3-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,sqlx,5.13.1,Dual-MIT/Commercial,Compatible,Low,Dual-MIT/Commercial is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,resty,4.3.1,Dual-MIT/Commercial,Compatible,Low,Dual-MIT/Commercial is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,aws-sdk-go,1.5.5,Unlicense,Compatible,Low,Unlicense is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,gomock,5.4.10,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,gin,3.2.4,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,caffeine,4.0.9,LGPL-2.1,Compatible,Low,LGPL-2.1 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,werkzeug,5.1.9,Dual-MIT/Commercial,Compatible,Low,Dual-MIT/Commercial is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,go-redis,5.11.0,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,grpc-go,2.9.10,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,cobra,3.5.6,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,echo,3.7.7,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,colly,4.14.2,LGPL-3.0,Compatible,Low,LGPL-3.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,zap,2.12.6,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,yaml-go,1.4.2,UNKNOWN,Unknown,High,The dependency license is unknown or has no verified license grant.,Obtain a verified SPDX license declaration or replace the dependency.
VendorGateway,crypto-go,3.9.7,Unlicense,Compatible,Low,Unlicense is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,fasthttp,1.8.3,Dual-MIT/Commercial,Compatible,Low,Dual-MIT/Commercial is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,viper,3.6.2,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,bcrypt-go,4.15.0,BSD-2-Clause,Compatible,Low,BSD-2-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,json-iterator,2.9.7,BSD-2-Clause,Compatible,Low,BSD-2-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,gorm,2.10.5,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,go-jwt,1.6.3,LGPL-3.0,Compatible,Low,LGPL-3.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,mux,5.11.5,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,uuid-go,4.2.2,BSD-3-Clause,Compatible,Low,BSD-3-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,chalk,1.12.8,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,vue,1.2.3,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,hibernate-validator,2.4.0,Dual-MIT/Commercial,Compatible,Low,Dual-MIT/Commercial is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,tomcat-embed-core,3.5.1,BSD-2-Clause,Compatible,Low,BSD-2-Clause is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,pip,3.5.0,UNKNOWN,Unknown,High,The dependency license is unknown or has no verified license grant.,Obtain a verified SPDX license declaration or replace the dependency.
VendorGateway,chi,1.11.6,Unlicense,Compatible,Low,Unlicense is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,commons-codec,2.7.3,Unlicense,Compatible,Low,Unlicense is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,certifi,2.7.3,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,bcrypt,2.2.3,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,crypto-go,4.10.3,Apache-2.0,Compatible,Low,Apache-2.0 is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,protobuf-java,4.1.8,MIT,Compatible,Low,MIT is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,mux,4.0.1,Unlicense,Compatible,Low,Unlicense is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,bouncycastle-bcprov,3.2.0,UNKNOWN,Unknown,High,The dependency license is unknown or has no verified license grant.,Obtain a verified SPDX license declaration or replace the dependency.
VendorGateway,chai,3.11.1,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
VendorGateway,nodemon,2.3.0,ISC,Compatible,Low,ISC is permitted by the Proprietary application policy.,Retain license notices and reassess on dependency or policy changes.
